2000 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Vermillion, SD, Micropolitan Statistical Area",13537,5,6401,909,24,910,47.3,506,18,265
"Vernal, UT, Micropolitan Statistical Area",25224,72,17900,723,54,773,71.0,103,21,125
"Vernon, TX, Micropolitan Statistical Area",14676,7,11020,863,36,866,75.1,72,25,68
"Vicksburg, MS, Micropolitan Statistical Area",61475,413,31657,488,92,502,51.5,403,15,416
"Victoria, TX, Metropolitan Statistical Area",91016,527,64072,277,88,526,70.4,107,10,702
"Vidalia, GA, Micropolitan Statistical Area",34337,170,17393,738,83,572,50.7,426,24,73
"Vincennes, IN, Micropolitan Statistical Area",39256,237,19476,691,78,609,49.6,457,20,179
"Vineland-Bridgeton, NJ, Metropolitan Statistical Area",146438,670,58322,298,133,354,39.8,683,9,731
"Vineyard Haven, MA, Micropolitan Statistical Area",14987,9,12883,832,24,909,86.0,11,16,353
"Virginia Beach-Norfolk-Newport News, VA-NC, Metropolitan Statistical Area",1580057,883,552983,46,1007,37,35.0,786,6,854
"Visalia-Porterville, CA, Metropolitan Statistical Area",368021,792,190624,114,326,130,51.8,399,9,742
"Wabash, IN, Micropolitan Statistical Area",34960,179,17270,739,77,619,49.4,467,22,117
"Waco, TX, Metropolitan Statistical Area",232087,743,139705,151,307,142,60.2,246,13,507
"Wahpeton, ND-MN, Micropolitan Statistical Area",25136,71,18884,700,70,660,75.1,70,28,25
"Walla Walla, WA, Metropolitan Statistical Area",59244,405,23389,605,72,644,39.5,694,12,561
"Wapakoneta, OH, Micropolitan Statistical Area",46611,323,29229,518,65,692,62.7,206,14,470
"Warner Robins, GA, Metropolitan Statistical Area",144021,664,69664,255,145,325,48.4,484,10,682
"Warren, PA, Micropolitan Statistical Area",43863,293,20530,671,82,576,46.8,521,19,225
"Warrensburg, MO, Micropolitan Statistical Area",48258,332,20852,664,79,602,43.2,611,16,336
"Warsaw, IN, Micropolitan Statistical Area",74057,471,27958,536,100,452,37.8,736,14,493
"Washington Court House, OH, Micropolitan Statistical Area",28433,105,7451,903,38,860,26.2,890,13,502
"Washington, IN, Micropolitan Statistical Area",29820,117,17253,741,79,603,57.9,284,26,43
"Washington, NC, Micropolitan Statistical Area",44958,302,22244,630,112,420,49.5,463,25,62
"Washington-Arlington-Alexandria, DC-VA-MD-WV, Metropolitan Statistical Area",4837427,911,2225149,9,3015,6,46.0,535,6,858
"Waterloo-Cedar Falls, IA, Metropolitan Statistical Area",163707,690,104261,185,216,211,63.7,184,13,508
"Watertown, SD, Micropolitan Statistical Area",25897,80,21225,657,39,855,82.0,24,15,412
"Watertown-Fort Atkinson, WI, Micropolitan Statistical Area",75767,481,56987,307,80,590,75.2,67,11,644
"Watertown-Fort Drum, NY, Metropolitan Statistical Area",111738,589,49324,352,136,347,44.1,587,12,559
"Wauchula, FL, Micropolitan Statistical Area",26938,90,18661,711,50,793,69.3,123,19,227
"Wausau, WI, Metropolitan Statistical Area",125834,625,89115,210,127,377,70.8,106,10,679
"Waycross, GA, Micropolitan Statistical Area",51119,354,29453,514,109,431,57.6,287,21,131
"Weatherford, OK, Micropolitan Statistical Area",26142,82,21713,644,78,608,83.1,19,30,12
"Weirton-Steubenville, WV-OH, Metropolitan Statistical Area",132008,640,59103,294,227,198,44.8,568,17,292
"Wenatchee, WA, Metropolitan Statistical Area",99219,553,36999,434,121,400,37.3,742,12,557
"West Plains, MO, Micropolitan Statistical Area",37238,207,18190,718,93,493,48.8,477,25,60
"Wheeling, WV-OH, Metropolitan Statistical Area",153178,679,79971,231,290,149,52.2,391,19,215
"Whitewater-Elkhorn, WI, Micropolitan Statistical Area",92013,532,46190,367,80,593,50.2,444,9,754
"Wichita Falls, TX, Metropolitan Statistical Area",151524,675,96283,197,210,221,63.5,188,14,477
"Wichita, KS, Metropolitan Statistical Area",579841,838,283373,84,632,68,48.9,474,11,621
"Williamsport, PA, Metropolitan Statistical Area",120044,608,58299,299,190,248,48.6,481,16,366
"Williston, ND, Micropolitan Statistical Area",19761,29,15686,774,46,814,79.4,39,23,99
"Willmar, MN, Micropolitan Statistical Area",41203,268,31694,486,69,667,76.9,54,17,312
"Wilmington, NC, Metropolitan Statistical Area",201409,723,89274,209,186,255,44.3,580,9,726
"Wilmington, OH, Micropolitan Statistical Area",40543,256,13703,816,62,716,33.8,809,15,397
"Wilson, NC, Micropolitan Statistical Area",73814,469,28350,534,103,450,38.4,720,14,469
"Winchester, VA-WV, Metropolitan Statistical Area",102997,564,40678,400,179,267,39.5,693,17,281
"Winnemucca, NV, Micropolitan Statistical Area",16106,12,6905,905,18,915,42.9,621,11,605
"Winona, MN, Micropolitan Statistical Area",49985,349,33403,469,69,666,66.8,147,14,480
"Winston-Salem, NC, Metropolitan Statistical Area",569207,836,268654,87,718,55,47.2,511,13,540
"Wisconsin Rapids-Marshfield, WI, Micropolitan Statistical Area",75555,477,57472,303,89,517,76.1,60,12,576
"Woodward, OK, Micropolitan Statistical Area",18486,24,14356,802,40,845,77.7,46,22,121
"Wooster, OH, Micropolitan Statistical Area",111564,588,56236,311,223,201,50.4,435,20,171
"Worcester, MA-CT, Metropolitan Statistical Area",859056,863,484923,50,627,69,56.4,309,7,813
"Worthington, MN, Micropolitan Statistical Area",20832,41,18242,716,45,819,87.6,8,22,122
"Yakima, WA, Metropolitan Statistical Area",222581,738,86626,220,237,192,38.9,708,11,641
"Yankton, SD, Micropolitan Statistical Area",21652,43,15000,792,29,893,69.3,122,13,500
"York-Hanover, PA, Metropolitan Statistical Area",381751,799,171682,128,384,113,45.0,560,10,685
"Youngstown-Warren-Boardman, OH-PA, Metropolitan Statistical Area",602964,840,337045,72,649,64,55.9,317,11,631
"Yuba City, CA, Metropolitan Statistical Area",139149,650,39784,410,125,385,28.6,868,9,738
"Yuma, AZ, Metropolitan Statistical Area",160026,685,57806,302,100,453,36.1,761,6,857
"Zanesville, OH, Micropolitan Statistical Area",84585,510,34393,461,131,365,40.7,666,15,386
"Zapata, TX, Micropolitan Statistical Area",12182,1,4253,915,11,917,34.9,790,9,735
