1952 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Wabash, IN, Micropolitan Statistical Area",29047,276,16112,523,76,441,55.5,221,26,89
"Waco, TX, Metropolitan Statistical Area",156918,776,88060,117,235,123,56.1,212,15,514
"Wahpeton, ND-MN, Micropolitan Statistical Area",30432,293,21259,413,79,423,69.9,74,26,93
"Walla Walla, WA, Metropolitan Statistical Area",44995,468,18862,458,52,633,41.9,514,12,689
"Wapakoneta, OH, Micropolitan Statistical Area",30637,296,22087,396,54,616,72.1,54,18,370
"Warner Robins, GA, Metropolitan Statistical Area",41477,428,14636,566,67,502,35.3,679,16,449
"Warren, PA, Micropolitan Statistical Area",42698,442,19184,448,79,425,44.9,443,19,321
"Warrensburg, MO, Micropolitan Statistical Area",20716,144,11304,670,76,445,54.6,238,37,7
"Warsaw, IN, Micropolitan Statistical Area",33002,332,13156,615,84,384,39.9,565,25,109
"Washington Court House, OH, Micropolitan Statistical Area",22554,178,8219,763,40,740,36.4,653,18,361
"Washington, IN, Micropolitan Statistical Area",26762,243,17646,482,73,470,65.9,99,27,74
"Washington, NC, Micropolitan Statistical Area",37134,372,14549,568,87,372,39.2,590,23,150
"Washington-Arlington-Alexandria, DC-VA-MD-WV, Metropolitan Statistical Area",1721291,899,761556,14,1452,10,44.2,460,8,824
"Waterloo-Cedar Falls, IA, Metropolitan Statistical Area",133054,754,76081,132,177,165,57.2,192,13,607
"Watertown, SD, Micropolitan Statistical Area",18944,116,13383,611,29,804,70.6,65,15,501
"Watertown-Fort Atkinson, WI, Micropolitan Statistical Area",43069,448,35597,271,81,403,82.7,27,19,301
"Watertown-Fort Drum, NY, Metropolitan Statistical Area",85521,658,41300,239,136,236,48.3,359,16,467
"Wauchula, FL, Micropolitan Statistical Area",10073,39,5846,830,32,789,58.0,177,32,29
"Wausau, WI, Metropolitan Statistical Area",80337,646,57350,171,111,288,71.4,59,14,577
"Waycross, GA, Micropolitan Statistical Area",41401,425,10887,684,59,574,26.3,827,14,556
"Weatherford, OK, Micropolitan Statistical Area",21097,149,9179,730,49,663,43.5,480,23,153
"Weirton-Steubenville, WV-OH, Metropolitan Statistical Area",157787,779,67996,143,211,135,43.1,490,13,601
"Wenatchee, WA, Metropolitan Statistical Area",50118,516,14179,583,72,471,28.3,798,14,547
"West Plains, MO, Micropolitan Statistical Area",22725,181,7736,784,63,540,34.0,701,28,69
"Wheeling, WV-OH, Metropolitan Statistical Area",196305,795,97102,108,266,108,49.5,330,14,589
"Whitewater-Elkhorn, WI, Micropolitan Statistical Area",41584,429,19548,437,66,514,47.0,394,16,470
"Wichita Falls, TX, Metropolitan Statistical Area",115205,731,51171,195,151,209,44.4,454,13,617
"Wichita, KS, Metropolitan Statistical Area",308959,844,144931,74,411,64,46.9,398,13,608
"Williamsport, PA, Metropolitan Statistical Area",101249,707,57191,175,193,147,56.5,206,19,293
"Williston, ND, Micropolitan Statistical Area",16442,84,9818,716,56,602,59.7,158,34,16
"Willmar, MN, Micropolitan Statistical Area",28644,270,17616,483,56,603,61.5,141,20,267
"Wilmington, NC, Metropolitan Statistical Area",81695,650,31368,297,120,266,38.4,605,15,532
"Wilmington, OH, Micropolitan Statistical Area",25572,228,10739,688,60,570,42.0,513,23,149
"Wilson, NC, Micropolitan Statistical Area",54506,551,9080,736,49,664,16.7,897,9,810
"Winchester, VA-WV, Metropolitan Statistical Area",43955,460,20026,431,145,221,45.6,427,33,21
"Winnemucca, NV, Micropolitan Statistical Area",4838,10,1885,892,7,896,39.0,595,14,540
"Winona, MN, Micropolitan Statistical Area",39841,409,24743,362,61,560,62.1,132,15,500
"Winston-Salem, NC, Metropolitan Statistical Area",267452,824,135848,80,543,43,50.8,296,20,237
"Wisconsin Rapids-Marshfield, WI, Micropolitan Statistical Area",50500,521,37777,259,79,420,74.8,44,16,485
"Woodward, OK, Micropolitan Statistical Area",14383,68,6372,819,37,755,44.3,457,26,101
"Wooster, OH, Micropolitan Statistical Area",58716,563,29131,313,134,237,49.6,327,23,161
"Worcester, MA-CT, Metropolitan Statistical Area",608160,872,414863,25,503,46,68.2,88,8,825
"Worthington, MN, Micropolitan Statistical Area",22435,177,14934,553,40,734,66.6,96,18,356
"Yakima, WA, Metropolitan Statistical Area",135723,758,51264,194,137,234,37.8,617,10,756
"Yankton, SD, Micropolitan Statistical Area",16804,89,9727,719,34,779,57.9,180,20,240
"York-Hanover, PA, Metropolitan Statistical Area",202737,799,125481,89,331,81,61.9,135,16,437
"Youngstown-Warren-Boardman, OH-PA, Metropolitan Statistical Area",528498,866,291108,38,520,44,55.1,224,10,767
"Yuba City, CA, Metropolitan Statistical Area",50659,522,13830,598,50,647,27.3,811,10,765
"Yuma, AZ, Metropolitan Statistical Area",28006,256,10184,702,36,761,36.4,657,13,627
"Zanesville, OH, Micropolitan Statistical Area",74535,620,34016,280,113,282,45.6,424,15,506
"Zapata, TX, Micropolitan Statistical Area",4405,8,6660,813,2,903,151.2,1,5,892
