1980 - List of Metro Data

For explanatory notes see the Methods page on our website: www.usreligioncensus.org

Metro Area,Population,PopRank,Adherents,AdhRank,Congregations,ConRank,Adherents %,Adh% Rank,Congregations Per 10K People,Con Per 10K Rank
"Vernal, UT, Micropolitan Statistical Area",20506,64,14158,789,41,813,69.0,146,20,202
"Vernon, TX, Micropolitan Statistical Area",15931,28,13191,811,38,831,82.8,24,24,104
"Vicksburg, MS, Micropolitan Statistical Area",63906,468,30966,454,89,472,48.5,539,14,504
"Victoria, TX, Metropolitan Statistical Area",74000,517,47266,330,82,517,63.9,216,11,657
"Vidalia, GA, Micropolitan Statistical Area",29603,166,15796,750,75,577,53.4,432,25,71
"Vincennes, IN, Micropolitan Statistical Area",41838,322,23467,566,85,492,56.1,368,20,190
"Vineland-Bridgeton, NJ, Metropolitan Statistical Area",132866,681,61849,255,122,340,46.5,582,9,743
"Vineyard Haven, MA, Micropolitan Statistical Area",8942,4,4106,907,18,905,45.9,598,20,195
"Virginia Beach-Norfolk-Newport News, VA-NC, Metropolitan Statistical Area",1209873,883,430418,49,825,35,35.6,788,7,855
"Visalia-Porterville, CA, Metropolitan Statistical Area",245738,772,99393,165,242,157,40.4,704,10,717
"Wabash, IN, Micropolitan Statistical Area",36640,264,16999,711,67,640,46.4,584,18,272
"Waco, TX, Metropolitan Statistical Area",188701,745,145672,121,282,134,77.2,57,15,446
"Wahpeton, ND-MN, Micropolitan Statistical Area",27661,146,23290,567,77,553,84.2,22,28,44
"Walla Walla, WA, Metropolitan Statistical Area",51492,400,24234,558,58,702,47.1,565,11,643
"Wapakoneta, OH, Micropolitan Statistical Area",42554,336,28670,487,52,747,67.4,168,12,588
"Warner Robins, GA, Metropolitan Statistical Area",105706,627,53479,291,113,367,50.6,487,11,676
"Warren, PA, Micropolitan Statistical Area",47449,371,27037,517,79,534,57.0,349,17,347
"Warrensburg, MO, Micropolitan Statistical Area",39059,290,16015,744,80,533,41.0,693,20,187
"Warsaw, IN, Micropolitan Statistical Area",59555,447,19027,671,73,591,31.9,841,12,587
"Washington Court House, OH, Micropolitan Statistical Area",27467,143,9100,867,32,862,33.1,832,12,613
"Washington, IN, Micropolitan Statistical Area",27836,147,17723,690,69,625,63.7,220,25,87
"Washington, NC, Micropolitan Statistical Area",40355,307,28314,493,120,346,70.2,128,30,31
"Washington-Arlington-Alexandria, DC-VA-MD-WV, Metropolitan Statistical Area",3426648,910,1409748,9,2163,8,41.1,692,6,867
"Waterloo-Cedar Falls, IA, Metropolitan Statistical Area",177147,739,109036,153,199,204,61.6,252,11,644
"Watertown, SD, Micropolitan Statistical Area",20885,67,16151,738,36,845,77.3,54,17,320
"Watertown-Fort Atkinson, WI, Micropolitan Statistical Area",66152,486,51246,299,70,609,77.5,49,11,681
"Watertown-Fort Drum, NY, Metropolitan Statistical Area",88151,575,48102,322,130,312,54.6,403,15,465
"Wauchula, FL, Micropolitan Statistical Area",19379,53,11289,835,47,778,58.3,317,24,99
"Wausau, WI, Metropolitan Statistical Area",111270,639,84254,192,111,374,75.7,64,10,708
"Waycross, GA, Micropolitan Statistical Area",49077,382,25450,537,86,484,51.9,462,18,314
"Weatherford, OK, Micropolitan Statistical Area",25995,123,18078,683,71,603,69.5,136,27,51
"Weirton-Steubenville, WV-OH, Metropolitan Statistical Area",163099,728,87872,186,238,164,53.9,416,15,468
"Wenatchee, WA, Metropolitan Statistical Area",67205,491,24925,547,94,443,37.1,758,14,500
"West Plains, MO, Micropolitan Statistical Area",28807,160,15895,748,90,464,55.2,388,31,19
"Wheeling, WV-OH, Metropolitan Statistical Area",185566,742,97859,171,286,133,52.7,441,15,420
"Whitewater-Elkhorn, WI, Micropolitan Statistical Area",71507,508,33452,423,76,569,46.8,573,11,678
"Wichita Falls, TX, Metropolitan Statistical Area",137930,693,87779,187,187,221,63.6,223,14,527
"Wichita, KS, Metropolitan Statistical Area",475732,840,249476,72,557,65,52.4,448,12,610
"Williamsport, PA, Metropolitan Statistical Area",118416,656,68446,229,194,211,57.8,332,16,365
"Williston, ND, Micropolitan Statistical Area",22237,84,16122,740,52,746,72.5,96,23,111
"Willmar, MN, Micropolitan Statistical Area",36763,267,28751,484,67,643,78.2,44,18,275
"Wilmington, NC, Metropolitan Statistical Area",125686,669,82045,197,242,158,65.3,193,19,230
"Wilmington, OH, Micropolitan Statistical Area",34603,230,15803,749,62,676,45.7,601,18,294
"Wilson, NC, Micropolitan Statistical Area",63132,464,21810,598,74,580,34.5,807,12,609
"Winchester, VA-WV, Metropolitan Statistical Area",69234,502,32310,439,166,244,46.7,577,24,101
"Winnemucca, NV, Micropolitan Statistical Area",9434,6,2845,912,16,910,30.2,851,17,328
"Winona, MN, Micropolitan Statistical Area",46256,365,34925,412,74,581,75.5,68,16,389
"Winston-Salem, NC, Metropolitan Statistical Area",442969,836,230337,80,662,48,52.0,459,15,445
"Wisconsin Rapids-Marshfield, WI, Micropolitan Statistical Area",72799,514,53638,289,79,536,73.7,84,11,666
"Woodward, OK, Micropolitan Statistical Area",21172,70,12103,822,35,847,57.2,344,17,354
"Wooster, OH, Micropolitan Statistical Area",97408,599,51040,300,157,264,52.4,449,16,380
"Worcester, MA-CT, Metropolitan Statistical Area",738664,865,482779,42,552,66,65.4,191,7,820
"Worthington, MN, Micropolitan Statistical Area",21840,78,20360,636,46,789,93.2,5,21,166
"Yakima, WA, Metropolitan Statistical Area",172508,731,69958,224,198,207,40.6,703,11,626
"Yankton, SD, Micropolitan Statistical Area",18952,49,12604,816,31,865,66.5,176,16,368
"York-Hanover, PA, Metropolitan Statistical Area",312963,806,178988,100,367,100,57.2,343,12,608
"Youngstown-Warren-Boardman, OH-PA, Metropolitan Statistical Area",659649,860,394997,50,569,60,59.9,280,9,780
"Yuba City, CA, Metropolitan Statistical Area",101979,618,27590,503,71,607,27.1,884,7,847
"Yuma, AZ, Metropolitan Statistical Area",90554,584,33062,431,82,518,36.5,769,9,755
"Zanesville, OH, Micropolitan Statistical Area",83340,558,39934,372,119,348,47.9,549,14,484
"Zapata, TX, Micropolitan Statistical Area",6628,1,3058,911,10,915,46.1,594,15,440
